"4161","11","11","21","BURY ST EDMUNDS","Cathedral church of St James","s.n.","","Commentary on Acts","1","Syon","s. xiv","","p. 21 [=CAc]: BURY ST EDMUNDS, Cathedral church of St James, s.n.. s. xiv, Syon. "
"4162","12","12","21","CHARLEVILLE","Bibliothèque publique","164","","Commentary on Acts","1","Signy","s. xii","","p. 21 [=CAc]: CHARLEVILLE, Bibliothèque publique, 164. s. xii, Signy. "
"4163","13","13","21","COPENHAGEN","Kongelige Bibliothek","S 1854","","Commentary on Acts","1","English","s. xii","","p. 21 [=CAc]: COPENHAGEN, Kongelige Bibliothek, S 1854. s. xii, English. "
"4164","14","14","21","DIJON","Bibliothèque publique","78","","Commentary on Acts","1","St Bénigne","s. x","","p. 21 [=CAc]: DIJON, Bibliothèque publique, 78. s. x, St Bénigne. "
"4165","15","15","21","DOUAI","Bibliothèque publique","334","","Commentary on Acts","1","Anchin","s. xii","","p. 21 [=CAc]: DOUAI, Bibliothèque publique, 334. s. xii, Anchin. "
"4166","16","16","21","EINSIEDELN","Klosterbibliothek","174","","Commentary on Acts","1","","s. x","","p. 21 [=CAc]: EINSIEDELN, Klosterbibliothek, 174. s. x. "
"4167","17","17","21","ERFURT","Öffentliche Bibliothek","Q 92","","Commentary on Acts","1","Wijssen","s. xv1","W. Schum, Beschreibendes Verzeichnis der amplonianischen HSSsammlung zu Erfurt. 352.","p. 21 [=CAc]: ERFURT, Öffentliche Bibliothek, Q 92. s. xv1, Wijssen. W. Schum, Beschreibendes Verzeichnis der amplonianischen HSSsammlung zu Erfurt. 352."
"4168","18","18","21","ERLANGEN","Universitätsbibliothek","Perg. 74","","Commentary on Acts","1","","s. xii","","p. 21 [=CAc]: ERLANGEN, Universitätsbibliothek, Perg. 74. s. xii. "
"4169","19","19","21","FLORENCE","Biblioteca Laurenziana","XVI 7","","Commentary on Acts","1","","s. xv","","p. 21 [=CAc]: FLORENCE, Biblioteca Laurenziana, XVI 7. s. xv. "
"4170","20","20","21","FLORENCE","Biblioteca Laurenziana","XVI 9","","Commentary on Acts","1","","s. xv","","p. 21 [=CAc]: FLORENCE, Biblioteca Laurenziana, XVI 9. s. xv. "
"4171","21","21","21","FLORENCE","Biblioteca Laurenziana","Amiat. 3","","Commentary on Acts","1","","s. x","","p. 21 [=CAc]: FLORENCE, Biblioteca Laurenziana, Amiat. 3. s. x. "
"4172","22","22","21","GENEVA","Bibliothèque de l’université","21","","Commentary on Acts","1","Murbach (Reichenau)","s. viii-ix","","p. 21 [=CAc]: GENEVA, Bibliothèque de l’université, 21. s. viii-ix, Murbach (Reichenau). "
"4173","23","23","21","GLASGOW","University library","Hunt. V 5 8","","Commentary on Acts","1","","s. xii-xiii","","p. 21 [=CAc]: GLASGOW, University library, Hunt. V 5 8. s. xii-xiii. "
"4174","24","24","21","GOTHA","Forschungsbibliothek","84","","Commentary on Acts","1","","s. ix","","p. 21 [=CAc]: GOTHA, Forschungsbibliothek, 84. s. ix. "
"4175","25","25","21","HEILIGENKREUZ","Stiftsbibliothek","237","","Commentary on Acts","1","","s. xii","","p. 21 [=CAc]: HEILIGENKREUZ, Stiftsbibliothek, 237. s. xii. "
"4176","26","26","21","KARLSRUHE","Landesbibliothek","Aug. 43","","Commentary on Acts","1","Reichenau","s. ix1","","p. 21 [=CAc]: KARLSRUHE, Landesbibliothek, Aug. 43. s. ix1, Reichenau. "
"4177","27","27","21","KARLSRUHE","Landesbibliothek","Aug. 77","","Commentary on Acts","1","Reichenau","s. ix","","p. 21 [=CAc]: KARLSRUHE, Landesbibliothek, Aug. 77. s. ix, Reichenau. "
"4178","28","28","21","KARLSRUHE","Landesbibliothek","Aug. 153","","Commentary on Acts","1","Reichenau","s. ix","","p. 21 [=CAc]: KARLSRUHE, Landesbibliothek, Aug. 153. s. ix, Reichenau. "
"4179","29","29","21","LAON","Bibliothèque publique","110","","Commentary on Acts","1","Cuissy","s. xii","","p. 21 [=CAc]: LAON, Bibliothèque publique, 110. s. xii, Cuissy. "
"4180","30","30","21","LIÈGE","Bibliothèque de l’université","145","","Commentary on Acts","1","Couvent des Croisiers","s. xv","M. Grandjean, Eibl de I’univ. de Liege: Cat. del MSS, 95.","p. 21 [=CAc]: LIÈGE, Bibliothèque de l’université, 145. s. xv, Couvent des Croisiers. M. Grandjean, Eibl de I’univ. de Liege: Cat. del MSS, 95."
"4181","31","31","21","LISBON","Alcobaça","55","","Commentary on Acts","1","","s. xiii","G. Haenel, Cat. Librorum manu scriptorum, 1017. Not in my edition.","p. 21 [=CAc]: LISBON, Alcobaça, 55. s. xiii. G. Haenel, Cat. Librorum manu scriptorum, 1017. Not in my edition."
"4182","32","32","21","LONDON","British Library","Addit. 6047","","Commentary on Acts","1","","s. xv","","p. 21 [=CAc]: LONDON, British Library, Addit. 6047. s. xv. "
"4183","33","33","21","LONDON","British Library","Addit. 10948","","Commentary on Acts","1","Huisburg","s. xv","","p. 21 [=CAc]: LONDON, British Library, Addit. 10948. s. xv, Huisburg. "
"4184","34","34","21","LONDON","British Library","Harley 649","","Commentary on Acts","1","English","s. xii","","p. 21 [=CAc]: LONDON, British Library, Harley 649. s. xii, English. "
"4185","35","35","21","LONDON","British Library","Harley 1915","","Commentary on Acts","1","English","s. xiii1","","p. 21 [=CAc]: LONDON, British Library, Harley 1915. s. xiii1, English. "
"4186","36","36","21","LONDON","British Library","Harley 3103","","Commentary on Acts","1","Grimberg","s. xii-xiii","","p. 21 [=CAc]: LONDON, British Library, Harley 3103. s. xii-xiii, Grimberg. "
"4187","37","37","21","LONDON","British Library","Harley 4980","","Commentary on Acts","1","French","s. ix1","","p. 21 [=CAc]: LONDON, British Library, Harley 4980. s. ix1, French. "
"4188","38","38","21","MADRID","Biblioteca nacional","47","","Commentary on Acts","1","","s. xii1","","p. 21 [=CAc]: MADRID, Biblioteca nacional, 47. s. xii1. "
"4189","39","39","21","MELK","Stiftsbibliothek","573 K 46","","Commentary on Acts","1","","s. xiv-xv","","p. 21 [=CAc]: MELK, Stiftsbibliothek, 573 K 46. s. xiv-xv. "
"4190","40","40","21","MONTE CASSINO","Archivio della Badia","38","","Commentary on Acts","1","","c. 1000","","p. 21 [=CAc]: MONTE CASSINO, Archivio della Badia, 38. c. 1000. "
"4191","41","41","21","MUNICH","Bayerische Staatsbibliothek","2545","","Commentary on Acts","1","Alderspach","s. xii","Cat. Clm, I, 2, 5.","p. 21 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 2545. s. xii, Alderspach. Cat. Clm, I, 2, 5."
"4192","42","42","21","MUNICH","Bayerische Staatsbibliothek","5257","","Commentary on Acts","1","Chiemsee","s. xi","Cat. Clm, I, 3, 2.","p. 21 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 5257. s. xi, Chiemsee. Cat. Clm, I, 3, 2."
"4193","43","43","21","MUNICH","Bayerische Staatsbibliothek","6284","","Commentary on Acts","1","Freising","s. x","Cat. Clm, I, 3, 84.","p. 21 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 6284. s. x, Freising. Cat. Clm, I, 3, 84."
"4194","44","44","21","MUNICH","Bayerische Staatsbibliothek","13101","","Commentary on Acts","1","Regensburg","s. xii et xiii","","p. 21 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 13101. s. xii et xiii, Regensburg. "
"4195","45","45","21","MUNICH","Bayerische Staatsbibliothek","14478","","Commentary on Acts","1","St Emmeram","s. ix1","","p. 21 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 14478. s. ix1, St Emmeram. "
"4196","46","46","22","MUNICH","Bayerische Staatsbibliothek","14495","","Commentary on Acts","1","St Emmeram","s. x et xii","Cat. Clm II, 2, 181.","p. 22 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 14495. s. x et xii, St Emmeram. Cat. Clm II, 2, 181."
"4197","47","47","22","MUNICH","Bayerische Staatsbibliothek","17068","","Commentary on Acts","1","Scheftlarn","s. xii","Cat. Clm II, 3, 79","p. 22 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 17068. s. xii, Scheftlarn. Cat. Clm II, 3, 79"
"4198","48","48","22","MUNICH","Bayerische Staatsbibliothek","18088","","Commentary on Acts","1","Tegernsee","s. xv2","Cat. Clm 11,3, 131.","p. 22 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 18088. s. xv2, Tegernsee. Cat. Clm 11,3, 131."
"4199","49","49","22","MUNICH","Bayerische Staatsbibliothek","18575","","Commentary on Acts","1","Tegernsee","","Cat. Clm II, 3, 183.","p. 22 [=CAc]: MUNICH, Bayerische Staatsbibliothek, 18575. , Tegernsee. Cat. Clm II, 3, 183."
"4200","50","50","22","ORLÉANS","Bibliothèque publique","81","","Commentary on Acts","1","","","","p. 22 [=CAc]: ORLÉANS, Bibliothèque publique, 81.., . "
"4201","51","51","22","PARIS","Bibliothèque nationale","Nouv. acq. 1630","","Commentary on Acts","1","Fleury","s. ix1","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, Nouv. acq. 1630. s. ix1, Fleury. "
"4202","52","52","22","OXFORD","Bodleian Library","Auct. F 6 I","","Commentary on Acts","1","","c. 1500","","p. 22 [=CAc]: OXFORD, Bodleian Library, Auct. F 6 I. c. 1500. "
"4203","53","53","22","OXFORD","Bodleian Library","Bodl. 160","","Commentary on Acts","1","","s. xii2","","p. 22 [=CAc]: OXFORD, Bodleian Library, Bodl. 160. s. xii2. "
"4204","54","54","22","OXFORD","Bodleian Library","Script, eccles. 222","","Commentary on Acts","1","","s. xi in.","","p. 22 [=CAc]: OXFORD, Bodleian Library, Script, eccles. 222. s. xi in.. "
"4205","55","55","22","OXFORD","Bodleian Library","Tanner 6","","Commentary on Acts","1","","s. xii2","","p. 22 [=CAc]: OXFORD, Bodleian Library, Tanner 6. s. xii2. "
"4206","56","56","22","OXFORD","Balliol College","177","","Commentary on Acts","1","","s. xii2","","p. 22 [=CAc]: OXFORD, Balliol College, 177. s. xii2. "
"4207","57","57","22","OXFORD","Jesus College","65","","Commentary on Acts","1","","s. xii1","","p. 22 [=CAc]: OXFORD, Jesus College, 65. s. xii1. "
"4208","58","58","22","OXFORD","Jesus College","68","","Commentary on Acts","1","Cirencester","s. xii","","p. 22 [=CAc]: OXFORD, Jesus College, 68. s. xii, Cirencester. "
"4209","59","59","22","OXFORD","Merton College","K 3 3","","Commentary on Acts","1","","s. xv","","p. 22 [=CAc]: OXFORD, Merton College, K 3 3. s. xv. "
"4210","60","60","22","OXFORD","New College","57","","Commentary on Acts","1","","s. xv","","p. 22 [=CAc]: OXFORD, New College, 57. s. xv. "
"4211","61","61","22","PARIS","Bibliothèque de I’Arsenal","321","","Commentary on Acts","1","","s. xii","","p. 22 [=CAc]: PARIS, Bibliothèque de I’Arsenal, 321. s. xii. "
"4212","62","62","22","PARIS","Bibliothèque Mazarine","691","","Commentary on Acts","1","","s. xii","","p. 22 [=CAc]: PARIS, Bibliothèque Mazarine, 691. s. xii. "
"4213","63","63","22","PARIS","Bibliothèque nationale","lat. 2352","","Commentary on Acts","1","Beauprés","s. xii","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 2352. s. xii, Beauprés. "
"4214","64","64","22","PARIS","Bibliothèque nationale","lat. 2359","","Commentary on Acts","1","St Martin des Champs","s. xi","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 2359. s. xi, St Martin des Champs. "
"4215","65","65","22","PARIS","Bibliothèque nationale","lat. 2360","","Commentary on Acts","1","","s. xii2","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 2360. s. xii2. "
"4216","66","66","22","PARIS","Bibliothèque nationale","lat. 3361","","Commentary on Acts","1","","s. xii2","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 3361. s. xii2. "
"4217","67","67","22","PARIS","Bibliothèque nationale","lat. 2371","","Commentary on Acts","1","S. French","s. xiii-xiv","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 2371. s. xiii-xiv, S. French. "
"4218","68","68","22","PARIS","Bibliothèque nationale","lat. 12283","","Commentary on Acts","1","Corbie","s. ix1","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 12283. s. ix1, Corbie. "
"4219","69","69","22","PARIS","Bibliothèque nationale","lat. 12284","","Commentary on Acts","1","Corbie","s. ix1","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 12284. s. ix1, Corbie. "
"4220","70","70","22","PARIS","Bibliothèque nationale","lat. 14440","","Commentary on Acts","1","St Victor","s. xii","","p. 22 [=CAc]: PARIS, Bibliothèque nationale, lat. 14440. s. xii, St Victor. "
"4221","71","71","22","PARIS","Ste Geneviève","76","","Commentary on Acts","1","","s. xii2","","p. 22 [=CAc]: PARIS, Ste Geneviève, 76. s. xii2. "
"4222","72","72","22","PRAGUE","University Library","551","","Commentary on Acts","1","","s. xv","Joseph Truhlár, Cat. codd. mss. latin qui in bibl. publ. atque universitatis pragensis asservantur I, 226.","p. 22 [=CAc]: PRAGUE, University Library, 551. s. xv. Joseph Truhlár, Cat. codd. mss. latin qui in bibl. publ. atque universitatis pragensis asservantur I, 226."
"4223","73","73","22","PRAGUE","University Library","1758","","Commentary on Acts","1","","s. xv","Truhlár, op. at., II, 21.","p. 22 [=CAc]: PRAGUE, University Library, 1758. s. xv. Truhlár, op. at., II, 21."
"4224","74","74","22","PRINCETON","University library","Garrett 71","","Commentary on Acts","1","Waverley","c. 1200","Formerly in Baltimore","p. 22 [=CAc]: PRINCETON, University library, Garrett 71. c. 1200, Waverley. Formerly in Baltimore"
"4225","75","75","22","REIMS","Bibliothèque publique","6","","Commentary on Acts","1","St Thierry","s. x2","","p. 22 [=CAc]: REIMS, Bibliothèque publique, 6. s. x2, St Thierry. "
"4226","76","76","22","ROUEN","Bibliothèque publique","532","","Commentary on Acts","1","Fécamp","s. xi","","p. 22 [=CAc]: ROUEN, Bibliothèque publique, 532. s. xi, Fécamp. "
"4227","77","77","22","ST GALL","Stiftsbibliothek","259","","Commentary on Acts","1","St Gall","s. viii ex.","","p. 22 [=CAc]: ST GALL, Stiftsbibliothek, 259. s. viii ex., St Gall. "
"4228","78","78","22","ST GALL","Stiftsbibliothek","260","","Commentary on Acts","1","St Gall","s. ix2","","p. 22 [=CAc]: ST GALL, Stiftsbibliothek, 260. s. ix2, St Gall. "
"4229","79","79","22","ST OMER","Bibliothèque publique","218","","Commentary on Acts","1","Clairmarais","s. xiii1","","p. 22 [=CAc]: ST OMER, Bibliothèque publique, 218. s. xiii1, Clairmarais. "
"4230","80","80","22","SALZBURG","Stiftsbibliothek St Peter","A V 38","","Commentary on Acts","1","Salzburg?","s. ix-x","","p. 22 [=CAc]: SALZBURG, Stiftsbibliothek St Peter, A V 38. s. ix-x, Salzburg?. "
"4231","81","81","23","STUTTGART","Landesbibliothek","H. B. VII Patres 41","","Commentary on Acts","1","Constance","s. ix1","","p. 23 [=CAc]: STUTTGART, Landesbibliothek, H. B. VII Patres 41. s. ix1, Constance. "
"4232","82","82","23","STUTTGART","Landesbibliothek","Cod. theol. 4° 243","","Commentary on Acts","1","Zwiefalten","s. xii","","p. 23 [=CAc]: STUTTGART, Landesbibliothek, Cod. theol. 4° 243. s. xii, Zwiefalten. "
"4233","83","83","23","TOULOUSE","Bibliothèque publique","166","","Commentary on Acts","1","","s. xii","CG VII (1887), 88.","p. 23 [=CAc]: TOULOUSE, Bibliothèque publique, 166. s. xii. CG VII (1887), 88."
"4234","84","84","23","TRIER","Seminarbibliothek","57","","Commentary on Acts","1","","s. ix2","","p. 23 [=CAc]: TRIER, Seminarbibliothek, 57. s. ix2. "
"4235","85","85","23","TRIER","Stadtbibliothek","182","","Commentary on Acts","1","","s. xv","Max Keuffer, Beschreibendes Verzeichniss der HSS der Stadtbibl. zu Trier, 101.","p. 23 [=CAc]: TRIER, Stadtbibliothek, 182. s. xv. Max Keuffer, Beschreibendes Verzeichniss der HSS der Stadtbibl. zu Trier, 101."
"4236","86","86","23","TRIER","Stadtbibliothek","186","","Commentary on Acts","1","","s. xv","Keuffer, op, tit., 104.","p. 23 [=CAc]: TRIER, Stadtbibliothek, 186. s. xv. Keuffer, op, tit., 104."
"4237","87","87","23","TROYES","Bibliothèque publique","572","","Commentary on Acts","1","Clairvaux","s. xii","","p. 23 [=CAc]: TROYES, Bibliothèque publique, 572. s. xii, Clairvaux. "
"4238","88","88","23","UTRECHT","Universiteitsbibliotheek","77","","Commentary on Acts","1","","s. xv","","p. 23 [=CAc]: UTRECHT, Universiteitsbibliotheek, 77. s. xv. "
"4239","89","89","23","VALENCIENNES","Bibliothèque publique","52","","Commentary on Acts","1","St Amand","s. xii","","p. 23 [=CAc]: VALENCIENNES, Bibliothèque publique, 52. s. xii, St Amand. "
"4240","90","90","23","VATICAN CITY","Biblioteca Apostolica Vaticana","Pal. 287","","Commentary on Acts","1","Schönau","s. xii","","p. 23 [=CAc]: VATICAN CITY, Biblioteca Apostolica Vaticana, Pal. 287. s. xii, Schönau. "
"4241","91","91","23","VATICAN CITY","Biblioteca Apostolica Vaticana","Urbin. 101","","Commentary on Acts","1","","s. xv","Stornajolo 1, 120.","p. 23 [=CAc]: VATICAN CITY, Biblioteca Apostolica Vaticana, Urbin. 101. s. xv. Stornajolo 1, 120."
"4242","92","92","23","VIENNA","Nationalbibliothek","934","","Commentary on Acts","1","Salzburg","s. ix1","","p. 23 [=CAc]: VIENNA, Nationalbibliothek, 934. s. ix1, Salzburg. "
"4243","93","93","23","VIENNA","Nationalbibliothek","2206","","Commentary on Acts","1","Salzburg","s. xii","Tabulae II, 246.","p. 23 [=CAc]: VIENNA, Nationalbibliothek, 2206. s. xii, Salzburg. Tabulae II, 246."
"4244","94","94","23","VIENNA","Nationalbibliothek","3870","","Commentary on Acts","1","","s. xv","Tabulae III, 107.","p. 23 [=CAc]: VIENNA, Nationalbibliothek, 3870. s. xv. Tabulae III, 107."
"4245","95","95","23","LONDON","Kensington Palace","47","","Commentary on Acts","1","","s. xv","This MS was omitted in my edition. It is recorded in T. J. Pettigrew, Bibliotheca Sussexiana: A descriptive cat. I, I, cxviii. The library seems to have been sold after the death of the Duke of Sussex in 1843, but I have no further information about this MS, which also contained the Commentary on Luke.","p. 23 [=CAc]: LONDON, Kensington Palace, 47. s. xv. This MS was omitted in my edition. It is recorded in T. J. Pettigrew, Bibliotheca Sussexiana: A descriptive cat. I, I, cxviii. The library seems to have been sold after the death of the Duke of Sussex in 1843, but I have no further information about this MS, which also contained the Commentary on Luke."
"4246","2","96","23","ALTENBURG","Stiftsbibliothek","205","","Commentary on Acts (Retraction)","3","","c. 1200","","p. 23 [=CAcR]: ALTENBURG, Stiftsbibliothek, 205. c. 1200. "
"4247","5","97","23","BERLIN","Staatsbibliothek Preußischer Kulturbesitz","45 (Phillipps 1665)","","Commentary on Acts (Retraction)","3","Montdieu","s. xii-xiii","","p. 23 [=CAcR]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 45 (Phillipps 1665). s. xii-xiii, Montdieu. "
"4248","8","98","23","BRUGES","Bibliothèque publique","77","","Commentary on Acts (Retraction)","3","Ste Marie de Thosan","s. xii","","p. 23 [=CAcR]: BRUGES, Bibliothèque publique, 77. s. xii, Ste Marie de Thosan. "
"4249","10","99","23","BRUSSELS","Bibliothèque royale","1362 (Phillipps 2068)","","Commentary on Acts (Retraction)","3","Tournai","s. xii","","p. 23 [=CAcR]: BRUSSELS, Bibliothèque royale, 1362 (Phillipps 2068). s. xii, Tournai. "
"4250","100","100","23","BRUSSELS","Bibliothèque royale","1365 (Phillipps 23062)","","Commentary on Acts (Retraction)","3","","s. xiii","","p. 23 [=CAcR]: BRUSSELS, Bibliothèque royale, 1365 (Phillipps 23062). s. xiii. "
"4251","13","101","23","COPENHAGEN","Kongelige Bibliothek","S 1854","","Commentary on Acts (Retraction)","3","English","s. xii","","p. 23 [=CAcR]: COPENHAGEN, Kongelige Bibliothek, S 1854. s. xii, English. "
"4252","15","102","23","DOUAI","Bibliothèque publique","334","","Commentary on Acts (Retraction)","3","Anchin","s. xii2","","p. 23 [=CAcR]: DOUAI, Bibliothèque publique, 334. s. xii2, Anchin. "
"4253","23","103","23","GLASGOW","University library","Hunt. V 5 8","","Commentary on Acts (Retraction)","3","","s. xii-xiii","","p. 23 [=CAcR]: GLASGOW, University library, Hunt. V 5 8. s. xii-xiii. "
"4254","25","104","23","HEILIGENKREUZ","Stiftsbibliothek","237","","Commentary on Acts (Retraction)","3","","s. xii","","p. 23 [=CAcR]: HEILIGENKREUZ, Stiftsbibliothek, 237. s. xii. "
"4255","27","105","23","KARLSRUHE","Landesbibliothek","Aug. 77","","Commentary on Acts (Retraction)","3","Reichenau","s. ix1","","p. 23 [=CAcR]: KARLSRUHE, Landesbibliothek, Aug. 77. s. ix1, Reichenau. "
"4256","32","106","23","LONDON","British Library","Addit. 6047","","Commentary on Acts (Retraction)","3","","s. xv","","p. 23 [=CAcR]: LONDON, British Library, Addit. 6047. s. xv. "
"4257","35","107","23","LONDON","British Library","Harley 1915","","Commentary on Acts (Retraction)","3","English","s. xiii1","","p. 23 [=CAcR]: LONDON, British Library, Harley 1915. s. xiii1, English. "
"4258","39","108","24","MELK","Stiftsbibliothek","573 K 46","","Commentary on Acts (Retraction)","3","","s. xiv-xv","","p. 24 [=CAcR]: MELK, Stiftsbibliothek, 573 K 46. s. xiv-xv. "
"4259","44","109","24","MUNICH","Bayerische Staatsbibliothek","13101","","Commentary on Acts (Retraction)","3","Regensburg","s. xii et xiii","","p. 24 [=CAcR]: MUNICH, Bayerische Staatsbibliothek, 13101. s. xii et xiii, Regensburg. "
"4260","110","110","24","ORLÉANS","Bibliothèque publique","62","","Commentary on Acts (Retraction)","3","Fleury","s. ix1","","p. 24 [=CAcR]: ORLÉANS, Bibliothèque publique, 62. s. ix1, Fleury. "
"4261","57","111","24","OXFORD","Jesus College","65","","Commentary on Acts (Retraction)","3","","s. xii1","","p. 24 [=CAcR]: OXFORD, Jesus College, 65. s. xii1. "
"4262","58","112","24","OXFORD","Jesus College","68","","Commentary on Acts (Retraction)","3","Cirencester","s. xii","","p. 24 [=CAcR]: OXFORD, Jesus College, 68. s. xii, Cirencester. "
"4263","59","113","24","OXFORD","Merton College","K 3 3","","Commentary on Acts (Retraction)","3","","s. xv","","p. 24 [=CAcR]: OXFORD, Merton College, K 3 3. s. xv. "
"4264","114","114","24","PARIS","Bibliothèque nationale","lat. 2362","","Commentary on Acts (Retraction)","3","","s. ix2","","p. 24 [=CAcR]: PARIS, Bibliothèque nationale, lat. 2362. s. ix2. "
"4265","115","115","24","PARIS","Bibliothèque nationale","lat. 2384","","Commentary on Acts (Retraction)","3","","s. x1","","p. 24 [=CAcR]: PARIS, Bibliothèque nationale, lat. 2384. s. x1. "
"4266","116","116","24","PARIS","Bibliothèque nationale","lat. 2840","","Commentary on Acts (Retraction)","3","","s. ix-x","","p. 24 [=CAcR]: PARIS, Bibliothèque nationale, lat. 2840. s. ix-x. "
"4267","71","117","24","PARIS","Ste Geneviève","76","","Commentary on Acts (Retraction)","3","","s. xii2","","p. 24 [=CAcR]: PARIS, Ste Geneviève, 76. s. xii2. "
"4268","73","118","24","PRAGUE","University Library","1758","","Commentary on Acts (Retraction)","3","","s. xv","","p. 24 [=CAcR]: PRAGUE, University Library, 1758. s. xv. "
"4269","74","119","24","PRINCETON","University library","Garrett 71","","Commentary on Acts (Retraction)","3","Waverley","c. 1200","","p. 24 [=CAcR]: PRINCETON, University library, Garrett 71. c. 1200, Waverley. "
"4270","75","120","24","REIMS","Bibliothèque publique","6","","Commentary on Acts (Retraction)","3","St Thierry","s. x2","","p. 24 [=CAcR]: REIMS, Bibliothèque publique, 6. s. x2, St Thierry. "
"4271","79","121","24","ST OMER","Bibliothèque publique","218","","Commentary on Acts (Retraction)","3","Clairmarais","s. xiii1","","p. 24 [=CAcR]: ST OMER, Bibliothèque publique, 218. s. xiii1, Clairmarais. "
"4272","82","122","24","STUTTGART","Landesbibliothek","Cod. theol. 4° 243","","Commentary on Acts (Retraction)","3","Zwiefalten","s. xii","","p. 24 [=CAcR]: STUTTGART, Landesbibliothek, Cod. theol. 4° 243. s. xii, Zwiefalten. "
"4273","89","123","24","VALENCIENNES","Bibliothèque publique","52","","Commentary on Acts (Retraction)","3","St. Arnand","s. xii","","p. 24 [=CAcR]: VALENCIENNES, Bibliothèque publique, 52. s. xii, St. Arnand. "
"4274","90","124","24","VATICAN CITY","Biblioteca Apostolica Vaticana","Pal. 287","","Commentary on Acts (Retraction)","3","Schönau","s. xii","","p. 24 [=CAcR]: VATICAN CITY, Biblioteca Apostolica Vaticana, Pal. 287. s. xii, Schönau. "
"4275","125","125","24","VATICAN CITY","Biblioteca Apostolica Vaticana","Regin. 708","","Commentary on Acts (Retraction)","3","","s. xiii","","p. 24 [=CAcR]: VATICAN CITY, Biblioteca Apostolica Vaticana, Regin. 708. s. xiii. "
